ts,open,high,low,close
1788330180,4369.60009765625,4371.10009765625,4368.60009765625,4371.10009765625
1788330240,4371.10009765625,4373.10009765625,4370.89990234375,4373.10009765625
1788330300,4373.10009765625,4373.5,4371.89990234375,4373.2998046875
1788330360,4373.2998046875,4374.10009765625,4372.5,4372.89990234375
1788330420,4372.7998046875,4372.7998046875,4371.10009765625,4371.39990234375
1788330480,4371.2001953125,4372.10009765625,4370.2001953125,4370.7998046875
1788330540,4370.89990234375,4371.89990234375,4368.7998046875,4368.89990234375
1788330600,4369.39990234375,4370.39990234375,4368.60009765625,4369.2001953125
1788330660,4369.60009765625,4370.0,4367.2001953125,4367.5
1788330720,4367.2998046875,4368.39990234375,4366.5,4367.7998046875
1788330780,4367.5,4368.10009765625,4365.10009765625,4365.60009765625
1788330840,4365.7998046875,4367.0,4364.89990234375,4366.5
1788330900,4366.2998046875,4366.2998046875,4365.0,4365.7998046875
1788330960,4366.2998046875,4366.60009765625,4364.89990234375,4365.10009765625
1788331020,4364.7998046875,4366.0,4363.0,4363.60009765625
1788331080,4363.89990234375,4367.5,4363.89990234375,4367.2001953125
1788331140,4367.2998046875,4371.0,4366.89990234375,4371.0
1788331200,4371.2001953125,4372.2998046875,4369.2001953125,4371.39990234375
1788331260,4371.10009765625,4372.7001953125,4370.2998046875,4372.2998046875
1788331320,4372.5,4372.89990234375,4371.2001953125,4371.89990234375
1788331380,4371.5,4372.7001953125,4371.0,4371.7998046875
1788331440,4372.39990234375,4372.39990234375,4370.10009765625,4371.2998046875
1788331500,4371.2001953125,4371.39990234375,4370.2998046875,4371.2001953125
1788331560,4370.7001953125,4370.7001953125,4367.60009765625,4367.7001953125
1788331620,4367.60009765625,4368.2001953125,4366.2998046875,4366.5
1788331680,4366.5,4367.39990234375,4365.39990234375,4365.39990234375
1788331740,4365.2998046875,4366.10009765625,4363.10009765625,4363.10009765625
1788331800,4363.10009765625,4363.89990234375,4362.5,4362.5
1788331860,4362.5,4362.7001953125,4361.2001953125,4362.0
1788331920,4362.39990234375,4364.0,4362.2001953125,4362.89990234375
1788331980,4362.89990234375,4363.2001953125,4362.0,4362.10009765625
1788332040,4362.2998046875,4362.89990234375,4361.7001953125,4362.39990234375
1788332100,4362.7001953125,4363.89990234375,4362.5,4363.7998046875
1788332160,4363.7998046875,4367.5,4363.10009765625,4367.5
1788332220,4367.7001953125,4368.39990234375,4366.5,4366.7998046875
1788332280,4367.2001953125,4367.2998046875,4365.60009765625,4366.60009765625
1788332340,4366.60009765625,4368.2998046875,4365.7998046875,4368.2998046875
1788332400,4368.39990234375,4368.89990234375,4365.7998046875,4368.2001953125
1788332460,4368.10009765625,4368.7998046875,4367.2001953125,4368.2001953125
1788332520,4368.60009765625,4370.7001953125,4368.2001953125,4368.7001953125
1788332580,4368.60009765625,4368.60009765625,4366.7998046875,4368.2001953125
1788332640,4368.5,4368.89990234375,4367.39990234375,4368.10009765625
1788332700,4367.7001953125,4368.7998046875,4365.89990234375,4366.5
1788332760,4366.60009765625,4369.39990234375,4366.0,4369.39990234375
1788332820,4369.60009765625,4373.5,4369.5,4372.10009765625
1788332880,4371.7998046875,4373.2998046875,4371.5,4372.5
1788332940,4372.5,4373.60009765625,4372.2001953125,4372.7998046875
1788333000,4372.89990234375,4377.39990234375,4372.89990234375,4376.2998046875
1788333060,4375.89990234375,4376.5,4374.7001953125,4376.2998046875
1788333120,4376.2001953125,4377.7998046875,4375.2001953125,4376.39990234375
